,Unnamed: 0,title,subtitle,pdf,txt,more,fileName,year,date,President
764,764,30 WCPD 1247 - Remarks to the French National Assembly in Paris,"Addresses and Remarks. Tuesday, June 7, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1247.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1247.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1247&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1247,1994,"Tuesday, June 7, 1994",Bill Clinton
765,765,30 WCPD 1251 - Interview With the French Media in Paris,"Interviews With the News Media. Tuesday, June 7, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1251.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1251.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1251&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1251,1994,"Tuesday, June 7, 1994",Bill Clinton
766,766,30 WCPD 1255 - Remarks at a Dinner Hosted by President Francois Mitterrand in Paris,"Addresses and Remarks. Tuesday, June 7, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1255.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1255.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1255&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1255,1994,"Tuesday, June 7, 1994",Bill Clinton
767,767,30 WCPD 1256 - Statement on Assistance to California," Tuesday, June 7, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1256.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1256.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1256&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1256,1994,"Tuesday, June 7, 1994",Bill Clinton
768,768,"30 WCPD 1256 - Remarks on Receiving a Doctorate in Civil Law from Oxford University in Oxford, United Kingdom","Addresses and Remarks. Wednesday, June 8, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1256-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1256-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1256-2&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1256-2,1994,"Wednesday, June 8, 1994",Bill Clinton
769,769,30 WCPD 1258 - Message to the Congress on Elections in South Africa,"Communications to Congress. Wednesday, June 8, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1258.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1258.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1258&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1258,1994,"Wednesday, June 8, 1994",Bill Clinton
770,770,30 WCPD 1258 - Message to the Congress Reporting Budget Deferrals,"Communications to Congress. Wednesday, June 8, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1258-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1258-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1258-2&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1258-2,1994,"Wednesday, June 8, 1994",Bill Clinton
771,771,30 WCPD 1258 - Message to the Congress Transmitting the Report of the Commodity Credit Corporation,"Communications to Congress. Wednesday, June 8, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1258-3.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1258-3.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1258-3&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1258-3,1994,"Wednesday, June 8, 1994",Bill Clinton
772,772,30 WCPD 1258 - Nomination for Federal Judges,"Appointments and Nominations. Wednesday, June 8, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1258-4.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1258-4.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1258-4&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1258-4,1994,"Wednesday, June 8, 1994",Bill Clinton
773,773,30 WCPD 1258 - Statement on Congressional Action on Health Care Reform," Thursday, June 9, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1258-5.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1258-5.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1258-5&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1258-5,1994,"Thursday, June 9, 1994",Bill Clinton
774,774,30 WCPD 1259 - Remarks Announcing Additional Sanctions Against Haiti,"Addresses and Remarks. Friday, June 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1259.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1259.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1259&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1259,1994,"Friday, June 10, 1994",Bill Clinton
775,775,30 WCPD 1259 - Remarks in a Telephone Conversation With,"Addresses and Remarks. Friday, June 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1259-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1259-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1259-2&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1259-2,1994,"Friday, June 10, 1994",Bill Clinton
776,776,30 WCPD 1260 - Remarks in a Telephone Conversation With Senator James M. Jeffords,"Addresses and Remarks. Friday, June 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1260.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1260.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1260&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1260,1994,"Friday, June 10, 1994",Bill Clinton
777,777,30 WCPD 1261 - Executive Order 12920--Prohibiting Certain Transactions With Respect to Haiti,"Executive Orders. Friday, June 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1261.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1261.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1261&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1261,1994,"Friday, June 10, 1994",Bill Clinton
778,778,30 WCPD 1262 - Message to the Congress on Haiti,"Communications to Congress. Friday, June 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1262.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1262.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1262&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1262,1994,"Friday, June 10, 1994",Bill Clinton
779,779,30 WCPD 1264 - Memorandum on Haiti,"Communications to Federal Agencies. Friday, June 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1264.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1264.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1264&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1264,1994,"Friday, June 10, 1994",Bill Clinton
780,780,30 WCPD 1264 - Digest of Other White House Announcements," Friday, June 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1264-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1264-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1264-2&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1264-2,1994,"Friday, June 10, 1994",Bill Clinton
781,781,30 WCPD 1265 - Nominations Submitted to the Senate," Friday, June 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1265.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1265.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1265&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1265,1994,"Friday, June 10, 1994",Bill Clinton
782,782,30 WCPD 1266 - Checklist of White House Press Releases," Friday, June 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1266.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1266.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1266&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1266,1994,"Friday, June 10, 1994",Bill Clinton
783,783,30 WCPD 1267 - Acts Approved by the President," Friday, June 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/pdf/WCPD-1994-06-13-Pg1267.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-13/html/WCPD-1994-06-13-Pg1267.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-13-Pg1267&packageId=WCPD-1994-06-13&fromBrowse=true,WCPD-1994-06-13-Pg1267,1994,"Friday, June 10, 1994",Bill Clinton
784,784,30 WCPD 1269 - Memorandum on Assistance to the States of the Former Soviet Union,"Communications to Federal Agencies. Monday, June 6, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1269.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1269.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1269&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1269,1994,"Monday, June 6, 1994",Bill Clinton
785,785,"30 WCPD 1269 - Proclamation 6699--Flag Day and National Flag Week, 1994","Proclamations. Friday, June 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1269-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1269-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1269-2&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1269-2,1994,"Friday, June 10, 1994",Bill Clinton
786,786,"30 WCPD 1270 - Proclamation 6700--National Men's Health Week, 1994","Proclamations. Friday, June 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1270.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1270.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1270&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1270,1994,"Friday, June 10, 1994",Bill Clinton
787,787,30 WCPD 1271 - The President's Radio Address,"Addresses and Remarks. Saturday, June 11, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1271.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1271.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1271&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1271,1994,"Saturday, June 11, 1994",Bill Clinton
788,788,30 WCPD 1273 - Remarks at the Arrival Ceremony for Emperor Akihito and Empress Michiko of Japan,"Meetings With Foreign Leaders. Monday, June 13, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1273.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1273.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1273&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1273,1994,"Monday, June 13, 1994",Bill Clinton
789,789,30 WCPD 1274 - Teleconference With the U.S. Conference of Mayors,"Addresses and Remarks. Monday, June 13, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1274.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1274.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1274&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1274,1994,"Monday, June 13, 1994",Bill Clinton
790,790,30 WCPD 1278 - Executive Order 12921--Amendment to Executive Order No. 12864,"Executive Orders. Monday, June 13, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1278.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1278.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1278&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1278,1994,"Monday, June 13, 1994",Bill Clinton
791,791,30 WCPD 1278 - Remarks at the State Dinner for the Emperor and Empress of Japan,"Meetings With Foreign Leaders. Monday, June 13, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1278-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1278-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1278-2&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1278-2,1994,"Monday, June 13, 1994",Bill Clinton
792,792,"30 WCPD 1278 - Remarks on Welfare Reform in Kansas City, Missouri","Addresses and Remarks. Tuesday, June 14, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1278-3.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1278-3.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1278-3&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1278-3,1994,"Tuesday, June 14, 1994",Bill Clinton
793,793,"30 WCPD 1283 - Proclamation 6701--Father's Day, 1994","Proclamations. Tuesday, June 14, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1283.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1283.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1283&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1283,1994,"Tuesday, June 14, 1994",Bill Clinton
794,794,30 WCPD 1284 - Message to the Congress Transmitting the Report of the Federal Prevailing Rate Advisory Committee,"Communications to Congress. Tuesday, June 14, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1284.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1284.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1284&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1284,1994,"Tuesday, June 14, 1994",Bill Clinton
795,795,30 WCPD 1284 - Nomination for Under Secretary for Health at the Department of Veterans Affairs,"Appointments and Nominations. Tuesday, June 14, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1284-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1284-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1284-2&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1284-2,1994,"Tuesday, June 14, 1994",Bill Clinton
796,796,30 WCPD 1284 - Nomination for Chairman of the Equal Employment Opportunity Commission,"Appointments and Nominations. Tuesday, June 14, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1284-3.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1284-3.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1284-3&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1284-3,1994,"Tuesday, June 14, 1994",Bill Clinton
797,797,30 WCPD 1284 - Remarks on North Korea and an Exchange With Reporters,"Addresses and Remarks. Wednesday, June 15, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1284-4.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1284-4.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1284-4&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1284-4,1994,"Wednesday, June 15, 1994",Bill Clinton
798,798,30 WCPD 1285 - Remarks Honoring the NCAA Basketball Champion University of Arkansas Razorbacks,"Addresses and Remarks. Wednesday, June 15, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1285.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1285.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1285&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1285,1994,"Wednesday, June 15, 1994",Bill Clinton
799,799,30 WCPD 1287 - Exchange With Reporters Prior to a Meeting With Iowa Attorney General Bonnie Campbell,"Interviews With the News Media. Wednesday, June 15, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1287.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1287.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1287&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1287,1994,"Wednesday, June 15, 1994",Bill Clinton
800,800,30 WCPD 1288 - Remarks Honoring the Praemium Imperiale Arts Award Recipients,"Addresses and Remarks. Thursday, June 16, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1288.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1288.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1288&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1288,1994,"Thursday, June 16, 1994",Bill Clinton
801,801,30 WCPD 1290 - Remarks on North Korea and an Exchange With Reporters,"Addresses and Remarks. Thursday, June 16, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1290.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1290.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1290&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1290,1994,"Thursday, June 16, 1994",Bill Clinton
802,802,"30 WCPD 1292 - Remarks at an Illinois Victory '94 Fundraising Dinner in Chicago, Illinois","Addresses and Remarks. Thursday, June 16, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1292.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1292.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1292&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1292,1994,"Thursday, June 16, 1994",Bill Clinton
803,803,30 WCPD 1295 - Exchange With Reporters at a Chicago Housing Authority Police Substation,"Interviews With the News Media. Friday, June 17, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1295.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1295.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1295&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1295,1994,"Friday, June 17, 1994",Bill Clinton
804,804,30 WCPD 1296 - Remarks to the Community at Robert Taylor Homes in Chicago,"Addresses and Remarks. Friday, June 17, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1296.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1296.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1296&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1296,1994,"Friday, June 17, 1994",Bill Clinton
805,805,30 WCPD 1299 - Remarks at the Opening Day Ceremonies for World Cup Soccer in Chicago,"Addresses and Remarks. Friday, June 17, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1299.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1299.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1299&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1299,1994,"Friday, June 17, 1994",Bill Clinton
806,806,30 WCPD 1299 - Statement on the Long Island Rail Road Strike,"Statements by the President. Friday, June 17, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1299-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1299-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1299-2&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1299-2,1994,"Friday, June 17, 1994",Bill Clinton
807,807,30 WCPD 1300 - Digest of Other White House Announcements,"Supplementary Materials. Friday, June 17, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1300.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1300.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1300&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1300,1994,"Friday, June 17, 1994",Bill Clinton
808,808,30 WCPD 1301 - Nominations Submitted to the Senate,"Supplementary Materials. Friday, June 17, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1301.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1301.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1301&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1301,1994,"Friday, June 17, 1994",Bill Clinton
809,809,30 WCPD 1301 - Checklist of White House Press Releases,"Supplementary Materials. Friday, June 17, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/pdf/WCPD-1994-06-20-Pg1301-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-06-20/html/WCPD-1994-06-20-Pg1301-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F06&granuleId=WCPD-1994-06-20-Pg1301-2&packageId=WCPD-1994-06-20&fromBrowse=true,WCPD-1994-06-20-Pg1301-2,1994,"Friday, June 17, 1994",Bill Clinton
