,Unnamed: 0,title,subtitle,pdf,txt,more,fileName,year,date,President
0,0,30 WCPD 1 - The President's Radio Address,"Addresses and Remarks. Saturday, January 1, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/pdf/WCPD-1994-01-10-Pg1-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/html/WCPD-1994-01-10-Pg1-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-10-Pg1-2&packageId=WCPD-1994-01-10&fromBrowse=true,WCPD-1994-01-10-Pg1-2,1994,"Saturday, January 1, 1994",Bill Clinton
1,1,30 WCPD 3 - Remarks on Health Care and an Exchange With Reporters,"Addresses and Remarks. Monday, January 3, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/pdf/WCPD-1994-01-10-Pg3.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/html/WCPD-1994-01-10-Pg3.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-10-Pg3&packageId=WCPD-1994-01-10&fromBrowse=true,WCPD-1994-01-10-Pg3,1994,"Monday, January 3, 1994",Bill Clinton
2,2,30 WCPD 4 - Letter to Congressional Leaders Transmitting a Report on Loan Guarantees to Israel,"Communications to Congress. Monday, January 3, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/pdf/WCPD-1994-01-10-Pg4.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/html/WCPD-1994-01-10-Pg4.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-10-Pg4&packageId=WCPD-1994-01-10&fromBrowse=true,WCPD-1994-01-10-Pg4,1994,"Monday, January 3, 1994",Bill Clinton
3,3,"30 WCPD 4 - Remarks to Central Intelligence Agency Employees in Langley, Virginia","Addresses and Remarks. Tuesday, January 4, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/pdf/WCPD-1994-01-10-Pg4-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/html/WCPD-1994-01-10-Pg4-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-10-Pg4-2&packageId=WCPD-1994-01-10&fromBrowse=true,WCPD-1994-01-10-Pg4-2,1994,"Tuesday, January 4, 1994",Bill Clinton
4,4,30 WCPD 5 - Exchange With Reporters Prior to Discussions With Prime Minister Ruud Lubbers of The Netherlands,"Meetings With Foreign Leaders. Tuesday, January 4, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/pdf/WCPD-1994-01-10-Pg5.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/html/WCPD-1994-01-10-Pg5.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-10-Pg5&packageId=WCPD-1994-01-10&fromBrowse=true,WCPD-1994-01-10-Pg5,1994,"Tuesday, January 4, 1994",Bill Clinton
5,5,30 WCPD 7 - Nomination for Ambassador to New Zealand and Western Samoa," Wednesday, January 5, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/pdf/WCPD-1994-01-10-Pg7.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/html/WCPD-1994-01-10-Pg7.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-10-Pg7&packageId=WCPD-1994-01-10&fromBrowse=true,WCPD-1994-01-10-Pg7,1994,"Wednesday, January 5, 1994",Bill Clinton
6,6,30 WCPD 7 - Nomination for Director of the United States Geological Survey,"Appointments and Nominations. Wednesday, January 5, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/pdf/WCPD-1994-01-10-Pg7-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/html/WCPD-1994-01-10-Pg7-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-10-Pg7-2&packageId=WCPD-1994-01-10&fromBrowse=true,WCPD-1994-01-10-Pg7-2,1994,"Wednesday, January 5, 1994",Bill Clinton
7,7,"30 WCPD 7 - Proclamation 6644--Death of Thomas P. O'Neill, Jr.","Proclamations. Thursday, January 6, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/pdf/WCPD-1994-01-10-Pg7-3.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/html/WCPD-1994-01-10-Pg7-3.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-10-Pg7-3&packageId=WCPD-1994-01-10&fromBrowse=true,WCPD-1994-01-10-Pg7-3,1994,"Thursday, January 6, 1994",Bill Clinton
8,8,"30 WCPD 8 - Statement on the Death of Thomas P. O'Neill, Jr.","Statements by the President. Thursday, January 6, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/pdf/WCPD-1994-01-10-Pg8.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/html/WCPD-1994-01-10-Pg8.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-10-Pg8&packageId=WCPD-1994-01-10&fromBrowse=true,WCPD-1994-01-10-Pg8,1994,"Thursday, January 6, 1994",Bill Clinton
9,9,30 WCPD 8 - Digest of Other White House Announcements,"Supplementary Materials. Friday, January 7, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/pdf/WCPD-1994-01-10-Pg8-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/html/WCPD-1994-01-10-Pg8-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-10-Pg8-2&packageId=WCPD-1994-01-10&fromBrowse=true,WCPD-1994-01-10-Pg8-2,1994,"Friday, January 7, 1994",Bill Clinton
10,10,30 WCPD 9 - Nominations Submitted to the Senate,"Supplementary Materials. Friday, January 7, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/pdf/WCPD-1994-01-10-Pg9.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/html/WCPD-1994-01-10-Pg9.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-10-Pg9&packageId=WCPD-1994-01-10&fromBrowse=true,WCPD-1994-01-10-Pg9,1994,"Friday, January 7, 1994",Bill Clinton
11,11,30 WCPD 9 - Checklist of White House Press Releases,"Supplementary Materials. Friday, January 7, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/pdf/WCPD-1994-01-10-Pg9-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/html/WCPD-1994-01-10-Pg9-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-10-Pg9-2&packageId=WCPD-1994-01-10&fromBrowse=true,WCPD-1994-01-10-Pg9-2,1994,"Friday, January 7, 1994",Bill Clinton
12,12,30 WCPD 9 - Acts Approved by the President,"Supplementary Materials. Friday, January 7, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/pdf/WCPD-1994-01-10-Pg9-3.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-10/html/WCPD-1994-01-10-Pg9-3.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-10-Pg9-3&packageId=WCPD-1994-01-10&fromBrowse=true,WCPD-1994-01-10-Pg9-3,1994,"Friday, January 7, 1994",Bill Clinton
13,13,30 WCPD 11 - Exchange With Reporters Prior to Discussions With Prime Minister Jean- Luc Dehaene of Belgium in...,"Meetings With Foreign Leaders. Sunday, January 9, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg11.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg11.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg11&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg11,1994,"Sunday, January 9, 1994",Bill Clinton
14,14,30 WCPD 11 - Remarks to Future Leaders of Europe in Brussels,"Addresses and Remarks. Sunday, January 9, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg11-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg11-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg11-2&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg11-2,1994,"Sunday, January 9, 1994",Bill Clinton
15,15,30 WCPD 17 - Remarks on Departure From The Hotel De Ville to in Brussels,"Addresses and Remarks. Sunday, January 9, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg17.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg17.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg17&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg17,1994,"Sunday, January 9, 1994",Bill Clinton
16,16,30 WCPD 18 - Remarks to the American Diplomatic Community in Brussels,"Addresses and Remarks. Sunday, January 9, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg18.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg18.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg18&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg18,1994,"Sunday, January 9, 1994",Bill Clinton
17,17,30 WCPD 19 - Memorandum on Assistance to the States of the Former Soviet Union,"Communications to Federal Agencies. Saturday, January 8, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg19.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg19.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg19&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg19,1994,"Saturday, January 8, 1994",Bill Clinton
18,18,30 WCPD 19 - Memorandum on Assistance to the States of the Former Soviet Union,"Communications to Federal Agencies. Saturday, January 8, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg19-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg19-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg19-2&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg19-2,1994,"Saturday, January 8, 1994",Bill Clinton
19,19,30 WCPD 20 - Letter to Congressional Leaders Reporting on Peacekeeping Operations in the Former Yugoslav...,"Communications to Congress. Saturday, January 8, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg20.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg20.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg20&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg20,1994,"Saturday, January 8, 1994",Bill Clinton
20,20,30 WCPD 21 - Remarks to the North Atlantic Council in Brussels,"Addresses and Remarks. Monday, January 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg21.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg21.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg21&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg21,1994,"Monday, January 10, 1994",Bill Clinton
21,21,30 WCPD 23 - The President's News Conference in Brussels,"Interviews With the News Media. Monday, January 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg23.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg23.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg23&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg23,1994,"Monday, January 10, 1994",Bill Clinton
22,22,30 WCPD 27 - Letter Accepting Morton H. Halperin's Withdrawal as a Nominee To Be an Assistant Secretary of...,"Letters and Messages. Monday, January 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg27.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg27.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg27&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg27,1994,"Monday, January 10, 1994",Bill Clinton
23,23,30 WCPD 27 - Remarks to the American Business Community in Brussels,"Addresses and Remarks. Tuesday, January 11, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg27-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg27-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg27-2&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg27-2,1994,"Tuesday, January 11, 1994",Bill Clinton
24,24,30 WCPD 30 - The President's News Conference in Brussels,"Interviews With the News Media. Tuesday, January 11, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg30.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg30.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg30&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg30,1994,"Tuesday, January 11, 1994",Bill Clinton
25,25,30 WCPD 33 - The President's News Conference With European Union Leaders in Brussels,"Interviews With the News Media. Tuesday, January 11, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg33.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg33.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg33&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg33,1994,"Tuesday, January 11, 1994",Bill Clinton
26,26,30 WCPD 39 - Remarks and an Exchange With Reporters Following Discussions With President Vaclav Havel of the...,"Interviews With the News Media. Tuesday, January 11, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg39.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg39.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg39&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg39,1994,"Tuesday, January 11, 1994",Bill Clinton
27,27,30 WCPD 40 - Appointment of Director of Presidential Personnel,"Appointments and Nominations. Tuesday, January 11, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg40.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg40.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg40&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg40,1994,"Tuesday, January 11, 1994",Bill Clinton
28,28,30 WCPD 40 - Nominations for the United States Advisory Commission on Public Diplomacy,"Appointments and Nominations. Tuesday, January 11, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg40-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg40-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg40-2&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg40-2,1994,"Tuesday, January 11, 1994",Bill Clinton
29,29,"30 WCPD 40 - Nominations for the International Joint Commission, United States and Canada","Appointments and Nominations. Tuesday, January 11, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg40-3.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg40-3.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg40-3&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg40-3,1994,"Tuesday, January 11, 1994",Bill Clinton
30,30,30 WCPD 40 - Exchange With Reporters Prior To Discussions With President Michal Kovac of the Slovak Republic...,"Interviews With the News Media. Wednesday, January 12, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg40-4.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg40-4.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg40-4&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg40-4,1994,"Wednesday, January 12, 1994",Bill Clinton
31,31,30 WCPD 41 - The President's News Conference With Visegrad Leaders in Prague,"Interviews With the News Media. Wednesday, January 12, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg41.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg41.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg41&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg41,1994,"Wednesday, January 12, 1994",Bill Clinton
32,32,30 WCPD 45 - The President's News Conference With President Leonid Kravchuk of Ukraine in Kiev,"Interviews With the News Media. Wednesday, January 12, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg45.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg45.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg45&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg45,1994,"Wednesday, January 12, 1994",Bill Clinton
33,33,"30 WCPD 49 - Remarks at a Welcoming Ceremony in Moscow, Russia","Addresses and Remarks. Thursday, January 13, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg49.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg49.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg49&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg49,1994,"Thursday, January 13, 1994",Bill Clinton
34,34,30 WCPD 50 - Nomination for Director of the Office of Federal Contract Compliance Programs at the Department...,"Appointments and Nominations. Thursday, January 13, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg50.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg50.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg50&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg50,1994,"Thursday, January 13, 1994",Bill Clinton
35,35,30 WCPD 50 - Nomination for Regional Posts in the Department of Education,"Appointments and Nominations. Thursday, January 13, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg50-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg50-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg50-2&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg50-2,1994,"Thursday, January 13, 1994",Bill Clinton
36,36,30 WCPD 50 - Nomination for an Assistant Secretary of Commerce,"Appointments and Nominations. Thursday, January 13, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg50-3.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg50-3.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg50-3&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg50-3,1994,"Thursday, January 13, 1994",Bill Clinton
37,37,"30 WCPD 50 - Proclamation 6645--Martin Luther King, Jr., Federal Holiday, 1994","Proclamations. Friday, January 14, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg50-4.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg50-4.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg50-4&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg50-4,1994,"Friday, January 14, 1994",Bill Clinton
38,38,"30 WCPD 51 - Proclamation 6646--Religious Freedom Day, 1994","Proclamations. Friday, January 14, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg51.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg51.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg51&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg51,1994,"Friday, January 14, 1994",Bill Clinton
39,39,"30 WCPD 52 - Proclamation 6647--National Good Teen Day, 1994","Proclamations. Friday, January 14, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg52.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg52.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg52&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg52,1994,"Friday, January 14, 1994",Bill Clinton
40,40,30 WCPD 53 - Digest of Other White House Announcements,"Supplementary Materials. Friday, January 14, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg53.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg53.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg53&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg53,1994,"Friday, January 14, 1994",Bill Clinton
41,41,30 WCPD 54 - Nominations Submitted to the Senate,"Supplementary Materials. Friday, January 14, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg54.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg54.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg54&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg54,1994,"Friday, January 14, 1994",Bill Clinton
42,42,30 WCPD 54 - Checklist of White House Press Releases,"Supplementary Materials. Friday, January 14, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg54-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg54-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg54-2&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg54-2,1994,"Friday, January 14, 1994",Bill Clinton
43,43,30 WCPD 54 - Acts Approved by the President,"Supplementary Materials. Friday, January 14, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/pdf/WCPD-1994-01-17-Pg54-3.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-17/html/WCPD-1994-01-17-Pg54-3.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-17-Pg54-3&packageId=WCPD-1994-01-17&fromBrowse=true,WCPD-1994-01-17-Pg54-3,1994,"Friday, January 14, 1994",Bill Clinton
44,44,"30 WCPD 55 - Exchange With Reporters in Brussels, Belgium","Interviews With the News Media. Sunday, January 9, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-24/pdf/WCPD-1994-01-24-Pg55.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-24/html/WCPD-1994-01-24-Pg55.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-24-Pg55&packageId=WCPD-1994-01-24&fromBrowse=true,WCPD-1994-01-24-Pg55,1994,"Sunday, January 9, 1994",Bill Clinton
45,45,30 WCPD 56 - Remarks and an Exchange With Reporters in Brussels,"Interviews With the News Media. Monday, January 10, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-24/pdf/WCPD-1994-01-24-Pg56.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-24/html/WCPD-1994-01-24-Pg56.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-24-Pg56&packageId=WCPD-1994-01-24&fromBrowse=true,WCPD-1994-01-24-Pg56,1994,"Monday, January 10, 1994",Bill Clinton
46,46,"30 WCPD 56 - Remarks at a Reception in Moscow, Russia","Addresses and Remarks. Thursday, January 13, 1994.",https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-24/pdf/WCPD-1994-01-24-Pg56-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-1994-01-24/html/WCPD-1994-01-24-Pg56-2.htm,search/pagedetails.action?collectionCode=CPD&browsePath=1994%2F01&granuleId=WCPD-1994-01-24-Pg56-2&packageId=WCPD-1994-01-24&fromBrowse=true,WCPD-1994-01-24-Pg56-2,1994,"Thursday, January 13, 1994",Bill Clinton
