title,subtitle,pdf,txt,more,fileName,year
DCPD-201400001  - Statement on the Health of Former First Lady Barbara Bush,"Statements by the President. Wednesday, January 1, 2014.",https://www.gpo.gov/fdsys/pkg/DCPD-201400001/pdf/DCPD-201400001.pdf,https://www.gpo.gov/fdsys/pkg/DCPD-201400001/html/DCPD-201400001.htm,search/pagedetails.action;jsessionid=rbtm5IGWObQUo58CbGle4jKF1az0pB6cl8TZLoH7TmkKNZTaXga6!-504246158!1602454373?browsePath=2014%2F01&granuleId=&packageId=DCPD-201400001&fromBrowse=true,DCPD-201400001,2014
DCPD-201400002  - The President's Weekly Address,"Addresses and Remarks. Saturday, January 4, 2014.",https://www.gpo.gov/fdsys/pkg/DCPD-201400002/pdf/DCPD-201400002.pdf,https://www.gpo.gov/fdsys/pkg/DCPD-201400002/html/DCPD-201400002.htm,search/pagedetails.action;jsessionid=rbtm5IGWObQUo58CbGle4jKF1az0pB6cl8TZLoH7TmkKNZTaXga6!-504246158!1602454373?browsePath=2014%2F01&granuleId=&packageId=DCPD-201400002&fromBrowse=true,DCPD-201400002,2014
DCPD-201400003  - Statement on Senate Confirmation of Janet L. Yellen as Chair of the Federal Reserve,"Statements by the President. Monday, January 6, 2014.",https://www.gpo.gov/fdsys/pkg/DCPD-201400003/pdf/DCPD-201400003.pdf,https://www.gpo.gov/fdsys/pkg/DCPD-201400003/html/DCPD-201400003.htm,search/pagedetails.action;jsessionid=rbtm5IGWObQUo58CbGle4jKF1az0pB6cl8TZLoH7TmkKNZTaXga6!-504246158!1602454373?browsePath=2014%2F01&granuleId=&packageId=DCPD-201400003&fromBrowse=true,DCPD-201400003,2014
DCPD-201400004  - Remarks on Emergency Unemployment Insurance,"Addresses and Remarks. Tuesday, January 7, 2014.",https://www.gpo.gov/fdsys/pkg/DCPD-201400004/pdf/DCPD-201400004.pdf,https://www.gpo.gov/fdsys/pkg/DCPD-201400004/html/DCPD-201400004.htm,search/pagedetails.action;jsessionid=rbtm5IGWObQUo58CbGle4jKF1az0pB6cl8TZLoH7TmkKNZTaXga6!-504246158!1602454373?browsePath=2014%2F01&granuleId=&packageId=DCPD-201400004&fromBrowse=true,DCPD-201400004,2014
DCPD-201400005  - Statement on the Observance of the Coptic Orthodox Christmas,"Statements by the President. Tuesday, January 7, 2014.",https://www.gpo.gov/fdsys/pkg/DCPD-201400005/pdf/DCPD-201400005.pdf,https://www.gpo.gov/fdsys/pkg/DCPD-201400005/html/DCPD-201400005.htm,search/pagedetails.action;jsessionid=rbtm5IGWObQUo58CbGle4jKF1az0pB6cl8TZLoH7TmkKNZTaXga6!-504246158!1602454373?browsePath=2014%2F01&granuleId=&packageId=DCPD-201400005&fromBrowse=true,DCPD-201400005,2014
DCPD-201400006  - Message to the Congress Transmitting the Proposed Agreement for Cooperation Between the American...,"Communications to Congress. Tuesday, January 7, 2014.",https://www.gpo.gov/fdsys/pkg/DCPD-201400006/pdf/DCPD-201400006.pdf,https://www.gpo.gov/fdsys/pkg/DCPD-201400006/html/DCPD-201400006.htm,search/pagedetails.action;jsessionid=rbtm5IGWObQUo58CbGle4jKF1az0pB6cl8TZLoH7TmkKNZTaXga6!-504246158!1602454373?browsePath=2014%2F01&granuleId=&packageId=DCPD-201400006&fromBrowse=true,DCPD-201400006,2014
DCPD-201400007  - Statement on the 50th Anniversary of the War on Poverty,"Statements by the President. Wednesday, January 8, 2014.",https://www.gpo.gov/fdsys/pkg/DCPD-201400007/pdf/DCPD-201400007.pdf,https://www.gpo.gov/fdsys/pkg/DCPD-201400007/html/DCPD-201400007.htm,search/pagedetails.action;jsessionid=rbtm5IGWObQUo58CbGle4jKF1az0pB6cl8TZLoH7TmkKNZTaXga6!-504246158!1602454373?browsePath=2014%2F01&granuleId=&packageId=DCPD-201400007&fromBrowse=true,DCPD-201400007,2014
DCPD-201400008  - Statement on Representative Carolyn McCarthy's Decision Not To Seek Reelection,"Statements by the President. Wednesday, January 8, 2014.",https://www.gpo.gov/fdsys/pkg/DCPD-201400008/pdf/DCPD-201400008.pdf,https://www.gpo.gov/fdsys/pkg/DCPD-201400008/html/DCPD-201400008.htm,search/pagedetails.action;jsessionid=rbtm5IGWObQUo58CbGle4jKF1az0pB6cl8TZLoH7TmkKNZTaXga6!-504246158!1602454373?browsePath=2014%2F01&granuleId=&packageId=DCPD-201400008&fromBrowse=true,DCPD-201400008,2014
"DCPD-201400009  - Statement on Representative Douglas C. ""Mike"" McIntyre's Decision Not To Seek Reelection","Statements by the President. Wednesday, January 8, 2014.",https://www.gpo.gov/fdsys/pkg/DCPD-201400009/pdf/DCPD-201400009.pdf,https://www.gpo.gov/fdsys/pkg/DCPD-201400009/html/DCPD-201400009.htm,search/pagedetails.action;jsessionid=rbtm5IGWObQUo58CbGle4jKF1az0pB6cl8TZLoH7TmkKNZTaXga6!-504246158!1602454373?browsePath=2014%2F01&granuleId=&packageId=DCPD-201400009&fromBrowse=true,DCPD-201400009,2014
DCPD-201400010  - Remarks on the Promise Zones Initiative,"Addresses and Remarks. Thursday, January 9, 2014.",https://www.gpo.gov/fdsys/pkg/DCPD-201400010/pdf/DCPD-201400010.pdf,https://www.gpo.gov/fdsys/pkg/DCPD-201400010/html/DCPD-201400010.htm,search/pagedetails.action;jsessionid=rbtm5IGWObQUo58CbGle4jKF1az0pB6cl8TZLoH7TmkKNZTaXga6!-504246158!1602454373?browsePath=2014%2F01&granuleId=&packageId=DCPD-201400010&fromBrowse=true,DCPD-201400010,2014
DCPD-201400011  - Memorandum Establishing a Quadrennial Energy Review,"Communications to Federal Agencies. Thursday, January 9, 2014.",https://www.gpo.gov/fdsys/pkg/DCPD-201400011/pdf/DCPD-201400011.pdf,https://www.gpo.gov/fdsys/pkg/DCPD-201400011/html/DCPD-201400011.htm,search/pagedetails.action;jsessionid=rbtm5IGWObQUo58CbGle4jKF1az0pB6cl8TZLoH7TmkKNZTaXga6!-504246158!1602454373?browsePath=2014%2F01&granuleId=&packageId=DCPD-201400011&fromBrowse=true,DCPD-201400011,2014
DCPD-201400012  - The President's Weekly Address,"Addresses and Remarks. Saturday, January 11, 2014.",https://www.gpo.gov/fdsys/pkg/DCPD-201400012/pdf/DCPD-201400012.pdf,https://www.gpo.gov/fdsys/pkg/DCPD-201400012/html/DCPD-201400012.htm,search/pagedetails.action;jsessionid=rbtm5IGWObQUo58CbGle4jKF1az0pB6cl8TZLoH7TmkKNZTaXga6!-504246158!1602454373?browsePath=2014%2F01&granuleId=&packageId=DCPD-201400012&fromBrowse=true,DCPD-201400012,2014
DCPD-201400013  - Statement on the Death of Former Prime Minister Ariel Sharon of Israel,"Statements by the President. Saturday, January 11, 2014.",https://www.gpo.gov/fdsys/pkg/DCPD-201400013/pdf/DCPD-201400013.pdf,https://www.gpo.gov/fdsys/pkg/DCPD-201400013/html/DCPD-201400013.htm,search/pagedetails.action;jsessionid=rbtm5IGWObQUo58CbGle4jKF1az0pB6cl8TZLoH7TmkKNZTaXga6!-504246158!1602454373?browsePath=2014%2F01&granuleId=&packageId=DCPD-201400013&fromBrowse=true,DCPD-201400013,2014
